Season,Week,Team,Day,Date,Win,OT,Home,Opp,Off_Pts,Def_Pts,G,Spread,Total,Point_Diff,Spread_Covered,Actual_vs_Expected
2015,12,CLT,Sun,November 29,1,0,1,TAM,25,12,11,-3.0,46.0,13,1,-9.0
2015,13,CLT,Sun,December 6,0,0,0,PIT,10,45,12,7.5,49.0,-35,0,6.0
2015,14,CLT,Sun,December 13,0,0,0,JAX,16,51,13,1.5,46.0,-35,0,21.0
2015,15,CLT,Sun,December 20,0,0,1,HTX,10,16,14,-1.5,42.0,-6,0,-16.0
2015,16,CLT,Sun,December 27,1,0,0,MIA,18,12,15,2.5,43.0,6,1,-13.0
2015,17,CLT,Sun,January 3,1,0,1,OTI,30,24,16,-4.5,39.0,6,1,15.0
2015,1,JAX,Sun,September 13,0,0,1,CAR,9,20,1,3.0,40.5,-11,0,-11.5
2015,2,JAX,Sun,September 20,1,0,1,MIA,23,20,2,6.0,41.5,3,1,1.5
2015,3,JAX,Sun,September 27,0,0,0,NWE,17,51,3,13.5,49.0,-34,0,19.0
2015,4,JAX,Sun,October 4,0,1,0,CLT,13,16,4,9.5,48.0,-3,1,-19.0
2015,5,JAX,Sun,October 11,0,0,0,TAM,31,38,5,2.5,41.5,-7,0,27.5
2015,6,JAX,Sun,October 18,0,0,1,HTX,20,31,6,-2.5,43.0,-11,0,8.0
2015,7,JAX,Sun,October 25,1,0,1,BUF,34,31,7,4.0,41.0,3,1,24.0
2015,9,JAX,Sun,November 8,0,0,0,NYJ,23,28,8,8.0,42.0,-5,1,9.0
2015,10,JAX,Sun,November 15,1,0,0,RAV,22,20,9,5.0,47.5,2,1,-5.5
2015,11,JAX,Thu,November 19,1,0,1,OTI,19,13,10,-2.5,43.0,6,1,-11.0
2015,12,JAX,Sun,November 29,0,0,1,SDG,25,31,11,-4.5,46.5,-6,0,9.5
2015,13,JAX,Sun,December 6,0,0,0,OTI,39,42,12,2.5,43.5,-3,0,37.5
2015,14,JAX,Sun,December 13,1,0,1,CLT,51,16,13,-1.5,46.0,35,1,21.0
2015,15,JAX,Sun,December 20,0,0,1,ATL,17,23,14,-3.0,49.0,-6,0,-9.0
2015,16,JAX,Sun,December 27,0,0,0,NOR,27,38,15,3.0,51.5,-11,0,13.5
2015,17,JAX,Sun,January 3,0,0,0,HTX,6,30,16,6.5,45.5,-24,0,-9.5
2015,1,KAN,Sun,September 13,1,0,0,HTX,27,20,1,1.0,41.0,7,1,6.0
2015,2,KAN,Thu,September 17,0,0,1,DEN,24,31,2,-3.0,42.0,-7,0,13.0
2015,3,KAN,Mon,September 28,0,0,0,GNB,28,38,3,6.0,49.0,-10,0,17.0
2015,4,KAN,Sun,October 4,0,0,0,CIN,21,36,4,3.5,45.0,-15,0,12.0
2015,5,KAN,Sun,October 11,0,0,1,CHI,17,18,5,-9.0,45.0,-1,0,-10.0
2015,6,KAN,Sun,October 18,0,0,0,MIN,10,16,6,3.5,43.0,-6,0,-17.0
2015,7,KAN,Sun,October 25,1,0,1,PIT,23,13,7,-3.0,43.0,10,1,-7.0
2015,8,KAN,Sun,November 1,1,0,1,DET,45,10,8,-3.5,45.0,35,1,10.0
2015,10,KAN,Sun,November 15,1,0,0,DEN,29,13,9,4.5,42.0,16,1,0.0
2015,11,KAN,Sun,November 22,1,0,0,SDG,33,3,10,-3.0,45.0,30,1,-9.0
2015,12,KAN,Sun,November 29,1,0,1,BUF,30,22,11,-5.5,41.5,8,1,10.5
2015,13,KAN,Sun,December 6,1,0,0,RAI,34,20,12,-3.0,44.5,14,1,9.5
2015,14,KAN,Sun,December 13,1,0,1,SDG,10,3,13,-10.5,44.0,7,0,-31.0
2015,15,KAN,Sun,December 20,1,0,0,RAV,34,14,14,-6.5,41.0,20,1,7.0
2015,16,KAN,Sun,December 27,1,0,1,CLE,17,13,15,-10.5,42.5,4,0,-12.5
2015,17,KAN,Sun,January 3,1,0,1,RAI,23,17,16,-7.0,43.0,6,0,-3.0
2015,1,SDG,Sun,September 13,1,0,1,DET,33,28,1,-2.5,45.5,5,1,15.5
2015,2,SDG,Sun,September 20,0,0,0,CIN,19,24,2,3.0,47.0,-5,0,-4.0
2015,3,SDG,Sun,September 27,0,0,0,MIN,14,31,3,1.0,44.5,-17,0,0.5
2015,4,SDG,Sun,October 4,1,0,1,CLE,30,27,4,-7.0,44.5,3,0,12.5
2015,5,SDG,Mon,October 12,0,0,1,PIT,20,24,5,-3.5,46.0,-4,0,-2.0
2015,6,SDG,Sun,October 18,0,0,0,GNB,20,27,6,10.5,51.0,-7,1,-4.0
2015,7,SDG,Sun,October 25,0,0,1,RAI,29,37,7,-3.5,47.0,-8,0,19.0
2015,8,SDG,Sun,November 1,0,0,0,RAV,26,29,8,3.5,51.0,-3,1,4.0
2015,9,SDG,Mon,November 9,0,0,1,CHI,19,22,9,-4.5,49.5,-3,0,-8.5
2015,11,SDG,Sun,November 22,0,0,1,KAN,3,33,10,3.0,45.0,-30,0,-9.0
2015,12,SDG,Sun,November 29,1,0,0,JAX,31,25,11,4.5,46.5,6,1,9.5
2015,13,SDG,Sun,December 6,0,0,1,DEN,3,17,12,3.5,43.5,-14,0,-23.5
2015,14,SDG,Sun,December 13,0,0,0,KAN,3,10,13,10.5,44.0,-7,1,-31.0
2015,15,SDG,Sun,December 20,1,0,1,MIA,30,14,14,-1.5,46.0,16,1,-2.0
2015,16,SDG,Thu,December 24,0,1,0,RAI,20,23,15,6.0,46.5,-3,1,-3.5
2015,17,SDG,Sun,January 3,0,0,0,DEN,20,27,16,10.0,41.5,-7,1,5.5
2015,1,RAM,Sun,September 13,1,1,1,SEA,34,31,1,4.0,40.5,3,1,24.5
2015,2,RAM,Sun,September 20,0,0,0,WAS,10,24,2,-3.0,41.0,-14,0,-7.0
2015,3,RAM,Sun,September 27,0,0,1,PIT,6,12,3,1.0,48.0,-6,0,-30.0
2015,4,RAM,Sun,October 4,1,0,0,CRD,24,22,4,7.0,44.0,2,1,2.0
2015,5,RAM,Sun,October 11,0,0,0,GNB,10,24,5,9.0,45.5,-14,0,-11.5
2015,7,RAM,Sun,October 25,1,0,1,CLE,24,6,6,-6.5,41.5,18,1,-11.5
2015,8,RAM,Sun,November 1,1,0,1,SFO,27,6,7,-7.5,39.5,21,1,-6.5
2015,9,RAM,Sun,November 8,0,1,0,MIN,18,21,8,1.0,40.0,-3,0,-1.0
2015,10,RAM,Sun,November 15,0,0,1,CHI,13,37,9,-6.5,42.5,-24,0,7.5
2015,11,RAM,Sun,November 22,0,0,0,RAV,13,16,10,2.5,42.0,-3,0,-13.0
2015,12,RAM,Sun,November 29,0,0,0,CIN,7,31,11,8.5,42.0,-24,0,-4.0
2015,13,RAM,Sun,December 6,0,0,1,CRD,3,27,12,4.5,43.0,-24,0,-13.0
2015,14,RAM,Sun,December 13,1,0,1,DET,21,14,13,3.5,41.0,7,1,-6.0
2015,15,RAM,Thu,December 17,1,0,1,TAM,31,23,14,-2.5,41.0,8,1,13.0
2015,16,RAM,Sun,December 27,1,0,0,SEA,23,17,15,12.0,40.0,6,1,0.0
2015,17,RAM,Sun,January 3,0,1,0,SFO,16,19,16,-3.5,37.5,-3,0,-2.5
2015,1,RAI,Sun,September 13,0,0,1,CIN,13,33,1,3.0,43.0,-20,0,3.0
2015,2,RAI,Sun,September 20,1,0,1,RAV,37,33,2,6.0,43.0,4,1,27.0
2015,3,RAI,Sun,September 27,1,0,0,CLE,27,20,3,3.5,42.5,7,1,4.5
2015,4,RAI,Sun,October 4,0,0,0,CHI,20,22,4,-3.0,44.0,-2,0,-2.0
2015,5,RAI,Sun,October 11,0,0,1,DEN,10,16,5,4.0,44.0,-6,0,-18.0
2015,7,RAI,Sun,October 25,1,0,0,SDG,37,29,6,3.5,47.0,8,1,19.0
2015,8,RAI,Sun,November 1,1,0,1,NYJ,34,20,7,3.0,44.0,14,1,10.0
2015,9,RAI,Sun,November 8,0,0,0,PIT,35,38,8,4.5,48.5,-3,1,24.5
2015,10,RAI,Sun,November 15,0,0,1,MIN,14,30,9,-3.0,44.0,-16,0,0.0
2015,11,RAI,Sun,November 22,0,0,0,DET,13,18,10,-1.0,49.0,-5,0,-18.0
2015,12,RAI,Sun,November 29,1,0,0,OTI,24,21,11,-1.0,44.0,3,1,1.0
2015,13,RAI,Sun,December 6,0,0,1,KAN,20,34,12,3.0,44.5,-14,0,9.5
2015,14,RAI,Sun,December 13,1,0,0,DEN,15,12,13,6.5,43.5,3,1,-16.5
2015,15,RAI,Sun,December 20,0,0,1,GNB,20,30,14,3.0,47.0,-10,0,3.0
2015,16,RAI,Thu,December 24,1,1,1,SDG,23,20,15,-6.0,46.5,3,0,-3.5
2015,17,RAI,Sun,January 3,0,0,0,KAN,17,23,16,7.0,43.0,-6,1,-3.0
2015,1,MIA,Sun,September 13,1,0,0,WAS,17,10,1,-3.0,43.5,7,1,-16.5
2015,2,MIA,Sun,September 20,0,0,0,JAX,20,23,2,-6.0,41.5,-3,0,1.5
2015,3,MIA,Sun,September 27,0,0,1,BUF,14,41,3,-2.5,41.5,-27,0,13.5
2015,4,MIA,Sun,October 4,0,0,1,NYJ,14,27,4,1.5,42.0,-13,0,-1.0
2015,6,MIA,Sun,October 18,1,0,0,OTI,38,10,5,2.0,43.5,28,1,4.5
2015,7,MIA,Sun,October 25,1,0,1,HTX,44,26,6,-4.5,44.5,18,1,25.5
2015,8,MIA,Thu,October 29,0,0,0,NWE,7,36,7,7.5,50.5,-29,0,-7.5
2015,9,MIA,Sun,November 8,0,0,0,BUF,17,33,8,3.0,44.0,-16,0,6.0
2015,10,MIA,Sun,November 15,1,0,0,PHI,20,19,9,6.0,49.5,1,1,-10.5
2015,11,MIA,Sun,November 22,0,0,1,DAL,14,24,10,1.5,46.0,-10,0,-8.0
2015,12,MIA,Sun,November 29,0,0,0,NYJ,20,38,11,4.0,42.5,-18,0,15.5
2015,13,MIA,Sun,December 6,1,0,1,RAV,15,13,12,-3.5,42.5,2,0,-14.5
2015,14,MIA,Mon,December 14,0,0,1,NYG,24,31,13,1.0,46.5,-7,0,8.5
2015,15,MIA,Sun,December 20,0,0,0,SDG,14,30,14,1.5,46.0,-16,0,-2.0
2015,16,MIA,Sun,December 27,0,0,1,CLT,12,18,15,-2.5,43.0,-6,0,-13.0
2015,17,MIA,Sun,January 3,1,0,1,NWE,20,10,16,9.0,46.5,10,1,-16.5
2015,1,MIN,Mon,September 14,0,0,0,SFO,3,20,1,-1.5,41.5,-17,0,-18.5
2015,2,MIN,Sun,September 20,1,0,1,DET,26,16,2,-2.0,43.5,10,1,-1.5
2015,3,MIN,Sun,September 27,1,0,1,SDG,31,14,3,-1.0,44.5,17,1,0.5
2015,4,MIN,Sun,October 4,0,0,0,DEN,20,23,4,7.0,42.5,-3,1,0.5
2015,6,MIN,Sun,October 18,1,0,1,KAN,16,10,5,-3.5,43.0,6,1,-17.0
2015,7,MIN,Sun,October 25,1,0,0,DET,28,19,6,-2.0,44.5,9,1,2.5
2015,8,MIN,Sun,November 1,1,0,0,CHI,23,20,7,-1.0,43.0,3,1,0.0
2015,9,MIN,Sun,November 8,1,1,1,RAM,21,18,8,-1.0,40.0,3,1,-1.0
2015,10,MIN,Sun,November 15,1,0,0,RAI,30,14,9,3.0,44.0,16,1,0.0
2015,11,MIN,Sun,November 22,0,0,1,GNB,13,30,10,-1.0,44.0,-17,0,-1.0
2015,12,MIN,Sun,November 29,1,0,0,ATL,20,10,11,2.5,45.5,10,1,-15.5
2015,13,MIN,Sun,December 6,0,0,1,SEA,7,38,12,1.5,42.0,-31,0,3.0
2015,14,MIN,Thu,December 10,0,0,0,CRD,20,23,13,8.5,46.5,-3,1,-3.5
2015,15,MIN,Sun,December 20,1,0,1,CHI,38,17,14,-5.5,43.0,21,1,12.0
2015,16,MIN,Sun,December 27,1,0,1,NYG,49,17,15,-7.0,44.5,32,1,21.5
2015,17,MIN,Sun,January 3,1,0,0,GNB,20,13,16,3.0,45.5,7,1,-12.5
2015,1,NWE,Thu,September 10,1,0,1,PIT,28,21,1,-7.0,52.0,7,0,-3.0
2015,2,NWE,Sun,September 20,1,0,0,BUF,40,32,2,-1.0,44.0,8,1,28.0
2015,3,NWE,Sun,September 27,1,0,1,JAX,51,17,3,-13.5,49.0,34,1,19.0
2015,5,NWE,Sun,October 11,1,0,0,DAL,30,6,4,-9.0,49.5,24,1,-13.5
2015,6,NWE,Sun,October 18,1,0,0,CLT,34,27,5,-9.5,54.5,7,0,6.5
2015,7,NWE,Sun,October 25,1,0,1,NYJ,30,23,6,-7.5,47.5,7,0,5.5
2015,8,NWE,Thu,October 29,1,0,1,MIA,36,7,7,-7.5,50.5,29,1,-7.5
2015,9,NWE,Sun,November 8,1,0,1,WAS,27,10,8,-14.0,52.0,17,1,-15.0
2015,10,NWE,Sun,November 15,1,0,0,NYG,27,26,9,-7.5,54.0,1,0,-1.0
2015,11,NWE,Mon,November 23,1,0,1,BUF,20,13,10,-7.0,48.0,7,0,-15.0
2015,12,NWE,Sun,November 29,0,1,0,DEN,24,30,11,-2.5,43.5,-6,0,10.5
2015,13,NWE,Sun,December 6,0,0,1,PHI,28,35,12,-8.0,49.0,-7,0,14.0
2015,14,NWE,Sun,December 13,1,0,0,HTX,27,6,13,-3.5,45.0,21,1,-12.0
2015,15,NWE,Sun,December 20,1,0,1,OTI,33,16,14,-14.0,46.5,17,1,2.5
2015,16,NWE,Sun,December 27,0,1,0,NYJ,20,26,15,-3.0,45.0,-6,0,1.0
2015,17,NWE,Sun,January 3,0,0,0,MIA,10,20,16,-9.0,46.5,-10,0,-16.5
2015,1,NOR,Sun,September 13,0,0,0,CRD,19,31,1,2.0,48.5,-12,0,1.5
2015,2,NOR,Sun,September 20,0,0,1,TAM,19,26,2,-10.0,47.5,-7,0,-2.5
2015,3,NOR,Sun,September 27,0,0,0,CAR,22,27,3,9.5,43.5,-5,1,5.5
2015,4,NOR,Sun,October 4,1,1,1,DAL,26,20,4,-3.0,48.0,6,1,-2.0
2015,5,NOR,Sun,October 11,0,0,0,PHI,17,39,5,6.0,49.5,-22,0,6.5
2015,6,NOR,Thu,October 15,1,0,1,ATL,31,21,6,3.0,51.0,10,1,1.0
2015,7,NOR,Sun,October 25,1,0,0,CLT,27,21,7,4.0,52.0,6,1,-4.0
2015,8,NOR,Sun,November 1,1,0,1,NYG,52,49,8,-3.0,49.5,3,0,51.5
2015,9,NOR,Sun,November 8,0,1,1,OTI,28,34,9,-7.5,48.0,-6,0,14.0
2015,10,NOR,Sun,November 15,0,0,0,WAS,14,47,10,-1.0,50.0,-33,0,11.0
2015,12,NOR,Sun,November 29,0,0,0,HTX,6,24,11,3.0,48.0,-18,0,-18.0
2015,13,NOR,Sun,December 6,0,0,1,CAR,38,41,12,6.5,50.0,-3,1,29.0
2015,14,NOR,Sun,December 13,1,0,0,TAM,24,17,13,4.5,50.5,7,1,-9.5
2015,15,NOR,Mon,December 21,0,0,1,DET,27,35,14,-2.5,51.5,-8,0,10.5
2015,16,NOR,Sun,December 27,1,0,1,JAX,38,27,15,-3.0,51.5,11,1,13.5
2015,17,NOR,Sun,January 3,1,0,0,ATL,20,17,16,5.5,52.5,3,1,-15.5
2015,1,NYG,Sun,September 13,0,0,0,DAL,26,27,1,6.0,51.5,-1,1,1.5
2015,2,NYG,Sun,September 20,0,0,1,ATL,20,24,2,-2.5,51.0,-4,0,-7.0
2015,3,NYG,Thu,September 24,1,0,1,WAS,32,21,3,-3.5,44.0,11,1,9.0
2015,4,NYG,Sun,October 4,1,0,0,BUF,24,10,4,5.5,45.5,14,1,-11.5
2015,5,NYG,Sun,October 11,1,0,1,SFO,30,27,5,-6.5,43.0,3,0,14.0
2015,6,NYG,Mon,October 19,0,0,0,PHI,7,27,6,5.0,49.5,-20,0,-15.5
2015,7,NYG,Sun,October 25,1,0,1,DAL,27,20,7,-3.0,45.0,7,1,2.0
2015,8,NYG,Sun,November 1,0,0,0,NOR,49,52,8,3.0,49.5,-3,0,51.5
2015,9,NYG,Sun,November 8,1,0,0,TAM,32,18,9,-1.0,49.5,14,1,0.5
2015,10,NYG,Sun,November 15,0,0,1,NWE,26,27,10,7.5,54.0,-1,1,-1.0
2015,12,NYG,Sun,November 29,0,0,0,WAS,14,20,11,-2.5,47.0,-6,0,-13.0
2015,13,NYG,Sun,December 6,0,1,1,NYJ,20,23,12,2.5,46.5,-3,0,-3.5
2015,14,NYG,Mon,December 14,1,0,0,MIA,31,24,13,-1.0,46.5,7,1,8.5
2015,15,NYG,Sun,December 20,0,0,1,CAR,35,38,14,4.0,48.0,-3,1,25.0
2015,16,NYG,Sun,December 27,0,0,0,MIN,17,49,15,7.0,44.5,-32,0,21.5
2015,17,NYG,Sun,January 3,0,0,1,PHI,30,35,16,-5.0,51.0,-5,0,14.0
2015,1,NYJ,Sun,September 13,1,0,1,CLE,31,10,1,-3.5,39.5,21,1,1.5
2015,2,NYJ,Mon,September 21,1,0,0,CLT,20,7,2,7.0,46.5,13,1,-19.5
2015,3,NYJ,Sun,September 27,0,0,1,PHI,17,24,3,-1.5,45.5,-7,0,-4.5
2015,4,NYJ,Sun,October 4,1,0,0,MIA,27,14,4,-1.5,42.0,13,1,-1.0
2015,6,NYJ,Sun,October 18,1,0,1,WAS,34,20,5,-7.0,40.5,14,1,13.5
2015,7,NYJ,Sun,October 25,0,0,0,NWE,23,30,6,7.5,47.5,-7,1,5.5
2015,8,NYJ,Sun,November 1,0,0,0,RAI,20,34,7,-3.0,44.0,-14,0,10.0
2015,9,NYJ,Sun,November 8,1,0,1,JAX,28,23,8,-8.0,42.0,5,0,9.0
2015,10,NYJ,Thu,November 12,0,0,1,BUF,17,22,9,-2.5,42.5,-5,0,-3.5
2015,11,NYJ,Sun,November 22,0,0,0,HTX,17,24,10,-3.0,40.5,-7,0,0.5
2015,12,NYJ,Sun,November 29,1,0,1,MIA,38,20,11,-4.0,42.5,18,1,15.5
2015,13,NYJ,Sun,December 6,1,1,0,NYG,23,20,12,-2.5,46.5,3,1,-3.5
2015,14,NYJ,Sun,December 13,1,0,1,OTI,30,8,13,-7.0,43.0,22,1,-5.0
2015,15,NYJ,Sat,December 19,1,0,0,DAL,19,16,14,-3.0,41.5,3,0,-6.5
2015,16,NYJ,Sun,December 27,1,1,1,NWE,26,20,15,3.0,45.0,6,1,1.0
2015,17,NYJ,Sun,January 3,0,0,0,BUF,17,22,16,-3.0,42.0,-5,0,-3.0
2015,1,PHI,Mon,September 14,0,0,0,ATL,24,26,1,-2.5,54.5,-2,0,-4.5
2015,2,PHI,Sun,September 20,0,0,1,DAL,10,20,2,-5.0,55.0,-10,0,-25.0
2015,3,PHI,Sun,September 27,1,0,0,NYJ,24,17,3,1.5,45.5,7,1,-4.5
2015,4,PHI,Sun,October 4,0,0,0,WAS,20,23,4,-3.0,44.0,-3,0,-1.0
2015,5,PHI,Sun,October 11,1,0,1,NOR,39,17,5,-6.0,49.5,22,1,6.5
2015,6,PHI,Mon,October 19,1,0,1,NYG,27,7,6,-5.0,49.5,20,1,-15.5
2015,7,PHI,Sun,October 25,0,0,0,CAR,16,27,7,3.0,45.0,-11,0,-2.0
2015,9,PHI,Sun,November 8,1,1,0,DAL,33,27,8,-3.0,43.5,6,1,16.5
2015,10,PHI,Sun,November 15,0,0,1,MIA,19,20,9,-6.0,49.5,-1,0,-10.5
2015,11,PHI,Sun,November 22,0,0,1,TAM,17,45,10,-6.0,44.5,-28,0,17.5
2015,12,PHI,Thu,November 26,0,0,0,DET,14,45,11,2.0,46.0,-31,0,13.0
2015,13,PHI,Sun,December 6,1,0,0,NWE,35,28,12,8.0,49.0,7,1,14.0
2015,14,PHI,Sun,December 13,1,0,1,BUF,23,20,13,-1.0,47.0,3,1,-4.0
2015,15,PHI,Sun,December 20,0,0,1,CRD,17,40,14,3.5,51.5,-23,0,5.5
2015,16,PHI,Sat,December 26,0,0,1,WAS,24,38,15,-3.0,48.0,-14,0,14.0
2015,17,PHI,Sun,January 3,1,0,0,NYG,35,30,16,5.0,51.0,5,1,14.0
2015,1,PIT,Thu,September 10,0,0,0,NWE,21,28,1,7.0,52.0,-7,0,-3.0
2015,2,PIT,Sun,September 20,1,0,1,SFO,43,18,2,-6.5,45.5,25,1,15.5
2015,3,PIT,Sun,September 27,1,0,0,RAM,12,6,3,-1.0,48.0,6,1,-30.0
2015,4,PIT,Thu,October 1,0,1,1,RAV,20,23,4,2.5,43.5,-3,0,-0.5
2015,5,PIT,Mon,October 12,1,0,0,SDG,24,20,5,3.5,46.0,4,1,-2.0
2015,6,PIT,Sun,October 18,1,0,1,CRD,25,13,6,3.5,45.0,12,1,-7.0
2015,7,PIT,Sun,October 25,0,0,0,KAN,13,23,7,3.0,43.0,-10,0,-7.0
2015,8,PIT,Sun,November 1,0,0,1,CIN,10,16,8,-1.0,48.5,-6,0,-22.5
2015,9,PIT,Sun,November 8,1,0,1,RAI,38,35,9,-4.5,48.5,3,0,24.5
2015,10,PIT,Sun,November 15,1,0,1,CLE,30,9,10,-6.0,41.5,21,1,-2.5
2015,12,PIT,Sun,November 29,0,0,0,SEA,30,39,11,3.5,45.5,-9,0,23.5
2015,13,PIT,Sun,December 6,1,0,1,CLT,45,10,12,-7.5,49.0,35,1,6.0
2015,14,PIT,Sun,December 13,1,0,0,CIN,33,20,13,2.5,50.0,13,1,3.0
2015,15,PIT,Sun,December 20,1,0,1,DEN,34,27,14,-6.0,45.0,7,1,16.0
2015,16,PIT,Sun,December 27,0,0,0,RAV,17,20,15,-10.0,47.0,-3,0,-10.0
2015,17,PIT,Sun,January 3,1,0,0,CLE,28,12,16,-11.0,46.5,16,1,-6.5
2015,1,SEA,Sun,September 13,0,1,0,RAM,31,34,1,-4.0,40.5,-3,0,24.5
2015,2,SEA,Sun,September 20,0,0,0,GNB,17,27,2,3.0,49.0,-10,0,-5.0
2015,3,SEA,Sun,September 27,1,0,1,CHI,26,0,3,-14.5,43.5,26,1,-17.5
2015,4,SEA,Mon,October 5,1,0,1,DET,13,10,4,-9.5,43.0,3,0,-20.0
2015,5,SEA,Sun,October 11,0,1,0,CIN,24,27,5,3.0,43.5,-3,0,7.5
2015,6,SEA,Sun,October 18,0,0,1,CAR,23,27,6,-7.0,40.5,-4,0,9.5
2015,7,SEA,Thu,October 22,1,0,0,SFO,20,3,7,-6.5,42.0,17,1,-19.0
2015,8,SEA,Sun,November 1,1,0,0,DAL,13,12,8,-4.5,41.0,1,0,-16.0
2015,10,SEA,Sun,November 15,0,0,1,CRD,32,39,9,-3.0,44.5,-7,0,26.5
2015,11,SEA,Sun,November 22,1,0,1,SFO,29,13,10,-13.5,40.0,16,1,2.0
2015,12,SEA,Sun,November 29,1,0,1,PIT,39,30,11,-3.5,45.5,9,1,23.5
2015,13,SEA,Sun,December 6,1,0,0,MIN,38,7,12,-1.5,42.0,31,1,3.0
2015,14,SEA,Sun,December 13,1,0,0,RAV,35,6,13,-11.0,41.0,29,1,0.0
2015,15,SEA,Sun,December 20,1,0,1,CLE,30,13,14,-14.0,43.0,17,1,0.0
2015,16,SEA,Sun,December 27,0,0,1,RAM,17,23,15,-12.0,40.0,-6,0,0.0
2015,17,SEA,Sun,January 3,1,0,0,CRD,36,6,16,6.5,47.0,30,1,-5.0
2015,1,SFO,Mon,September 14,1,0,1,MIN,20,3,1,1.5,41.5,17,1,-18.5
2015,2,SFO,Sun,September 20,0,0,0,PIT,18,43,2,6.5,45.5,-25,0,15.5
2015,3,SFO,Sun,September 27,0,0,0,CRD,7,47,3,6.5,45.0,-40,0,9.0
2015,4,SFO,Sun,October 4,0,0,1,GNB,3,17,4,7.5,48.0,-14,0,-28.0
2015,5,SFO,Sun,October 11,0,0,0,NYG,27,30,5,6.5,43.0,-3,1,14.0
2015,6,SFO,Sun,October 18,1,0,1,RAV,25,20,6,2.0,43.5,5,1,1.5
2015,7,SFO,Thu,October 22,0,0,1,SEA,3,20,7,6.5,42.0,-17,0,-19.0
2015,8,SFO,Sun,November 1,0,0,0,RAM,6,27,8,7.5,39.5,-21,0,-6.5
2015,9,SFO,Sun,November 8,1,0,1,ATL,17,16,9,7.5,44.0,1,1,-11.0
2015,11,SFO,Sun,November 22,0,0,0,SEA,13,29,10,13.5,40.0,-16,0,2.0
2015,12,SFO,Sun,November 29,0,0,1,CRD,13,19,11,9.5,45.0,-6,1,-13.0
2015,13,SFO,Sun,December 6,1,1,0,CHI,26,20,12,6.5,43.5,6,1,2.5
2015,14,SFO,Sun,December 13,0,0,0,CLE,10,24,13,1.5,41.5,-14,0,-7.5
2015,15,SFO,Sun,December 20,0,0,1,CIN,14,24,14,5.5,40.5,-10,0,-2.5
2015,16,SFO,Sun,December 27,0,0,0,DET,17,32,15,9.5,42.0,-15,0,7.0
2015,17,SFO,Sun,January 3,1,1,1,RAM,19,16,16,3.5,37.5,3,1,-2.5
2015,1,TAM,Sun,September 13,0,0,1,OTI,14,42,1,-3.0,41.0,-28,0,15.0
2015,2,TAM,Sun,September 20,1,0,0,NOR,26,19,2,10.0,47.5,7,1,-2.5
2015,3,TAM,Sun,September 27,0,0,0,HTX,9,19,3,6.5,40.5,-10,0,-12.5
2015,4,TAM,Sun,October 4,0,0,1,CAR,23,37,4,3.0,40.0,-14,0,20.0
2015,5,TAM,Sun,October 11,1,0,1,JAX,38,31,5,-2.5,41.5,7,1,27.5
2015,7,TAM,Sun,October 25,0,0,0,WAS,30,31,6,3.0,42.5,-1,1,18.5
2015,8,TAM,Sun,November 1,1,1,0,ATL,23,20,7,7.0,48.5,3,1,-5.5
2015,9,TAM,Sun,November 8,0,0,1,NYG,18,32,8,1.0,49.5,-14,0,0.5
2015,10,TAM,Sun,November 15,1,0,1,DAL,10,6,9,-1.0,43.0,4,1,-27.0
2015,11,TAM,Sun,November 22,1,0,0,PHI,45,17,10,6.0,44.5,28,1,17.5
2015,12,TAM,Sun,November 29,0,0,0,CLT,12,25,11,3.0,46.0,-13,0,-9.0
2015,13,TAM,Sun,December 6,1,0,1,ATL,23,19,12,-1.0,46.0,4,1,-4.0
2015,14,TAM,Sun,December 13,0,0,1,NOR,17,24,13,-4.5,50.5,-7,0,-9.5
2015,15,TAM,Thu,December 17,0,0,0,RAM,23,31,14,2.5,41.0,-8,0,13.0
2015,16,TAM,Sun,December 27,0,0,1,CHI,21,26,15,-3.0,45.0,-5,0,2.0
2015,17,TAM,Sun,January 3,0,0,0,CAR,10,38,16,10.0,46.0,-28,0,2.0
2015,1,OTI,Sun,September 13,1,0,0,TAM,42,14,1,3.0,41.0,28,1,15.0
2015,2,OTI,Sun,September 20,0,0,0,CLE,14,28,2,-2.0,41.0,-14,0,1.0
2015,3,OTI,Sun,September 27,0,0,1,CLT,33,35,3,3.5,46.0,-2,1,22.0
2015,5,OTI,Sun,October 11,0,0,1,BUF,13,14,4,1.0,42.0,-1,0,-15.0
2015,6,OTI,Sun,October 18,0,0,1,MIA,10,38,5,-2.0,43.5,-28,0,4.5
2015,7,OTI,Sun,October 25,0,0,1,ATL,7,10,6,6.0,47.0,-3,1,-30.0
2015,8,OTI,Sun,November 1,0,0,0,HTX,6,20,7,3.5,42.5,-14,0,-16.5
2015,9,OTI,Sun,November 8,1,1,0,NOR,34,28,8,7.5,48.0,6,1,14.0
2015,10,OTI,Sun,November 15,0,0,1,CAR,10,27,9,4.0,44.5,-17,0,-7.5
2015,11,OTI,Thu,November 19,0,0,0,JAX,13,19,10,2.5,43.0,-6,0,-11.0
2015,12,OTI,Sun,November 29,0,0,1,RAI,21,24,11,1.0,44.0,-3,0,1.0
2015,13,OTI,Sun,December 6,1,0,1,JAX,42,39,12,-2.5,43.5,3,1,37.5
2015,14,OTI,Sun,December 13,0,0,0,NYJ,8,30,13,7.0,43.0,-22,0,-5.0
