Season,Week,Team,Day,Date,Win,OT,Home,Opp,Off_Pts,Def_Pts,G,Spread,Total,Point_Diff,Spread_Covered,Actual_vs_Expected
2018,4,OTI,Sun,September 30,1,1,1,PHI,26,23,4,3.0,41.5,3,1,7.5
2018,5,OTI,Sun,October 7,0,0,0,BUF,12,13,5,-6.0,38.5,-1,0,-13.5
2018,6,OTI,Sun,October 14,0,0,1,RAV,0,21,6,2.5,43.5,-21,0,-22.5
2018,7,OTI,Sun,October 21,0,0,0,SDG,19,20,7,6.5,46.0,-1,1,-7.0
2018,9,OTI,Mon,November 5,1,0,0,DAL,28,14,8,4.5,40.5,14,1,1.5
2018,10,OTI,Sun,November 11,1,0,1,NWE,34,10,9,6.5,47.0,24,1,-3.0
2018,11,OTI,Sun,November 18,0,0,0,CLT,10,38,10,1.0,50.0,-28,0,-2.0
2018,12,OTI,Mon,November 26,0,0,0,HTX,17,34,11,3.5,42.5,-17,0,8.5
2018,13,OTI,Sun,December 2,1,0,1,NYJ,26,22,12,-10.5,40.5,4,0,7.5
2018,14,OTI,Thu,December 6,1,0,1,JAX,30,9,13,-5.5,37.5,21,1,1.5
2018,15,OTI,Sun,December 16,1,0,0,NYG,17,0,14,-2.5,42.0,17,1,-25.0
2018,16,OTI,Sat,December 22,1,0,1,WAS,25,16,15,-11.5,37.5,9,0,3.5
2018,17,OTI,Sun,December 30,0,0,1,CLT,17,33,16,5.5,42.5,-16,0,7.5
2018,1,WAS,Sun,September 9,1,0,0,CRD,24,6,1,2.0,43.5,18,1,-13.5
2018,2,WAS,Sun,September 16,0,0,1,CLT,9,21,2,-6.0,48.0,-12,0,-18.0
2018,3,WAS,Sun,September 23,1,0,1,GNB,31,17,3,2.5,45.5,14,1,2.5
2018,5,WAS,Mon,October 8,0,0,0,NOR,19,43,4,5.5,51.5,-24,0,10.5
2018,6,WAS,Sun,October 14,1,0,1,CAR,23,17,5,1.0,44.5,6,1,-4.5
2018,7,WAS,Sun,October 21,1,0,1,DAL,20,17,6,1.0,40.5,3,1,-3.5
2018,8,WAS,Sun,October 28,1,0,0,NYG,20,13,7,-1.0,44.0,7,1,-11.0
2018,9,WAS,Sun,November 4,0,0,1,ATL,14,38,8,-1.5,46.5,-24,0,5.5
2018,10,WAS,Sun,November 11,1,0,0,TAM,16,3,9,3.5,51.0,13,1,-32.0
2018,11,WAS,Sun,November 18,0,0,1,HTX,21,23,10,3.0,40.5,-2,1,3.5
2018,12,WAS,Thu,November 22,0,0,0,DAL,23,31,11,7.0,40.0,-8,0,14.0
2018,13,WAS,Mon,December 3,0,0,0,PHI,13,28,12,5.5,45.0,-15,0,-4.0
2018,14,WAS,Sun,December 9,0,0,1,NYG,16,40,13,3.0,40.5,-24,0,15.5
2018,15,WAS,Sun,December 16,1,0,0,JAX,16,13,14,7.5,36.5,3,1,-7.5
2018,16,WAS,Sat,December 22,0,0,0,OTI,16,25,15,11.5,37.5,-9,1,3.5
2018,17,WAS,Sun,December 30,0,0,1,PHI,0,24,16,6.0,42.5,-24,0,-18.5
2019,1,CRD,Sun,September 8,0,1,1,DET,27,27,1,2.5,45.5,0,1,8.5
2019,2,CRD,Sun,September 15,0,0,0,RAV,17,23,2,13.0,46.0,-6,1,-6.0
2019,3,CRD,Sun,September 22,0,0,1,CAR,20,38,3,-2.5,46.0,-18,0,12.0
2019,4,CRD,Sun,September 29,0,0,1,SEA,10,27,4,5.5,49.0,-17,0,-12.0
2019,5,CRD,Sun,October 6,1,0,0,CIN,26,23,5,3.0,45.0,3,1,4.0
2019,6,CRD,Sun,October 13,1,0,1,ATL,34,33,6,3.0,52.5,1,1,14.5
2019,7,CRD,Sun,October 20,1,0,0,NYG,27,21,7,3.5,49.5,6,1,-1.5
2019,8,CRD,Sun,October 27,0,0,0,NOR,9,31,8,12.5,47.5,-22,0,-7.5
2019,9,CRD,Thu,October 31,0,0,1,SFO,25,28,9,10.5,43.5,-3,1,9.5
2019,10,CRD,Sun,November 10,0,0,0,TAM,27,30,10,5.5,51.0,-3,1,6.0
2019,11,CRD,Sun,November 17,0,0,0,SFO,26,36,11,10.0,44.0,-10,0,18.0
2019,13,CRD,Sun,December 1,0,0,1,RAM,7,34,12,2.5,47.0,-27,0,-6.0
2019,14,CRD,Sun,December 8,0,0,1,PIT,17,23,13,2.5,43.5,-6,0,-3.5
2019,15,CRD,Sun,December 15,1,0,1,CLE,38,24,14,3.0,49.0,14,1,13.0
2019,16,CRD,Sun,December 22,1,0,0,SEA,27,13,15,8.0,51.0,14,1,-11.0
2019,17,CRD,Sun,December 29,0,0,0,RAM,24,31,16,7.0,46.0,-7,0,9.0
2019,1,ATL,Sun,September 8,0,0,0,MIN,12,28,1,3.5,47.0,-16,0,-7.0
2019,2,ATL,Sun,September 15,1,0,1,PHI,24,20,2,1.0,53.0,4,1,-9.0
2019,3,ATL,Sun,September 22,0,0,0,CLT,24,27,3,1.0,48.0,-3,0,3.0
2019,4,ATL,Sun,September 29,0,0,1,OTI,10,24,4,-3.5,46.0,-14,0,-12.0
2019,5,ATL,Sun,October 6,0,0,0,HTX,32,53,5,4.0,49.0,-21,0,36.0
2019,6,ATL,Sun,October 13,0,0,0,CRD,33,34,6,-3.0,52.5,-1,0,14.5
2019,7,ATL,Sun,October 20,0,0,1,RAM,10,37,7,3.0,54.5,-27,0,-7.5
2019,8,ATL,Sun,October 27,0,0,1,SEA,20,27,8,7.5,48.5,-7,1,-1.5
2019,10,ATL,Sun,November 10,1,0,0,NOR,26,9,9,14.0,51.5,17,1,-16.5
2019,11,ATL,Sun,November 17,1,0,0,CAR,29,3,10,3.5,49.0,26,1,-17.0
2019,12,ATL,Sun,November 24,0,0,1,TAM,22,35,11,-3.5,51.5,-13,0,5.5
2019,13,ATL,Thu,November 28,0,0,1,NOR,18,26,12,7.0,48.0,-8,0,-4.0
2019,14,ATL,Sun,December 8,1,0,1,CAR,40,20,13,-3.5,48.0,20,1,12.0
2019,15,ATL,Sun,December 15,1,0,0,SFO,29,22,14,10.5,50.0,7,1,1.0
2019,16,ATL,Sun,December 22,1,0,1,JAX,24,12,15,-7.5,48.0,12,1,-12.0
2019,17,ATL,Sun,December 29,1,1,0,TAM,28,22,16,1.0,48.0,6,1,2.0
2019,1,RAV,Sun,September 8,1,0,0,MIA,59,10,1,-7.0,41.0,49,1,28.0
2019,2,RAV,Sun,September 15,1,0,1,CRD,23,17,2,-13.0,46.0,6,0,-6.0
2019,3,RAV,Sun,September 22,0,0,0,KAN,28,33,3,4.5,52.0,-5,0,9.0
2019,4,RAV,Sun,September 29,0,0,1,CLE,25,40,4,-7.5,47.0,-15,0,18.0
2019,5,RAV,Sun,October 6,1,1,0,PIT,26,23,5,-3.5,44.0,3,0,5.0
2019,6,RAV,Sun,October 13,1,0,1,CIN,23,17,6,-10.5,47.0,6,0,-7.0
2019,7,RAV,Sun,October 20,1,0,0,SEA,30,16,7,3.0,49.0,14,1,-3.0
2019,9,RAV,Sun,November 3,1,0,1,NWE,37,20,8,3.0,44.5,17,1,12.5
2019,10,RAV,Sun,November 10,1,0,0,CIN,49,13,9,-10.5,44.0,36,1,18.0
2019,11,RAV,Sun,November 17,1,0,1,HTX,41,7,10,-4.0,51.0,34,1,-3.0
2019,12,RAV,Mon,November 25,1,0,0,RAM,45,6,11,-3.5,47.0,39,1,4.0
2019,13,RAV,Sun,December 1,1,0,1,SFO,20,17,12,-5.5,45.0,3,0,-8.0
2019,14,RAV,Sun,December 8,1,0,0,BUF,24,17,13,-6.5,44.0,7,1,-3.0
2019,15,RAV,Thu,December 12,1,0,1,NYJ,42,21,14,-17.0,44.0,21,1,19.0
2019,16,RAV,Sun,December 22,1,0,0,CLE,31,15,15,-9.5,48.5,16,1,-2.5
2019,17,RAV,Sun,December 29,1,0,1,PIT,28,10,16,2.0,35.0,18,1,3.0
2019,1,BUF,Sun,September 8,1,0,0,NYJ,17,16,1,2.5,41.0,1,1,-8.0
2019,2,BUF,Sun,September 15,1,0,0,NYG,28,14,2,-1.0,44.5,14,1,-2.5
2019,3,BUF,Sun,September 22,1,0,1,CIN,21,17,3,-5.5,43.5,4,0,-5.5
2019,4,BUF,Sun,September 29,0,0,1,NWE,10,16,4,7.0,41.5,-6,1,-15.5
2019,5,BUF,Sun,October 6,1,0,0,OTI,14,7,5,3.5,39.5,7,1,-18.5
2019,7,BUF,Sun,October 20,1,0,1,MIA,31,21,6,-17.0,42.5,10,0,9.5
2019,8,BUF,Sun,October 27,0,0,1,PHI,13,31,7,-1.0,39.5,-18,0,4.5
2019,9,BUF,Sun,November 3,1,0,1,WAS,24,9,8,-10.5,37.0,15,1,-4.0
2019,10,BUF,Sun,November 10,0,0,0,CLE,16,19,9,3.0,42.0,-3,0,-7.0
2019,11,BUF,Sun,November 17,1,0,0,MIA,37,20,10,-7.0,41.5,17,1,15.5
2019,12,BUF,Sun,November 24,1,0,1,DEN,20,3,11,-3.5,37.0,17,1,-14.0
2019,13,BUF,Thu,November 28,1,0,0,DAL,26,15,12,6.5,46.5,11,1,-5.5
2019,14,BUF,Sun,December 8,0,0,1,RAV,17,24,13,6.5,44.0,-7,0,-3.0
2019,15,BUF,Sun,December 15,1,0,0,PIT,17,10,14,1.0,37.0,7,1,-10.0
2019,16,BUF,Sat,December 21,0,0,0,NWE,17,24,15,7.0,38.5,-7,0,2.5
2019,17,BUF,Sun,December 29,0,0,1,NYJ,6,13,16,1.5,37.0,-7,0,-18.0
2019,1,CAR,Sun,September 8,0,0,1,RAM,27,30,1,1.5,49.5,-3,0,7.5
2019,2,CAR,Thu,September 12,0,0,1,TAM,14,20,2,-6.5,48.0,-6,0,-14.0
2019,3,CAR,Sun,September 22,1,0,0,CRD,38,20,3,2.5,46.0,18,1,12.0
2019,4,CAR,Sun,September 29,1,0,0,HTX,16,10,4,5.5,47.5,6,1,-21.5
2019,5,CAR,Sun,October 6,1,0,1,JAX,34,27,5,-3.0,41.0,7,1,20.0
2019,6,CAR,Sun,October 13,1,0,0,TAM,37,26,6,-2.0,48.5,11,1,14.5
2019,8,CAR,Sun,October 27,0,0,0,SFO,13,51,7,4.5,41.0,-38,0,23.0
2019,9,CAR,Sun,November 3,1,0,1,OTI,30,20,8,-3.5,43.0,10,1,7.0
2019,10,CAR,Sun,November 10,0,0,0,GNB,16,24,9,5.0,49.0,-8,0,-9.0
2019,11,CAR,Sun,November 17,0,0,1,ATL,3,29,10,-3.5,49.0,-26,0,-17.0
2019,12,CAR,Sun,November 24,0,0,0,NOR,31,34,11,10.0,46.0,-3,1,19.0
2019,13,CAR,Sun,December 1,0,0,1,WAS,21,29,12,-10.5,38.5,-8,0,11.5
2019,14,CAR,Sun,December 8,0,0,0,ATL,20,40,13,3.5,48.0,-20,0,12.0
2019,15,CAR,Sun,December 15,0,0,1,SEA,24,30,14,6.0,48.5,-6,0,5.5
2019,16,CAR,Sun,December 22,0,0,0,CLT,6,38,15,7.5,46.0,-32,0,-2.0
2019,17,CAR,Sun,December 29,0,0,1,NOR,10,42,16,13.5,45.0,-32,0,7.0
2019,1,CHI,Thu,September 5,0,0,1,GNB,3,10,1,-3.5,47.0,-7,0,-34.0
2019,2,CHI,Sun,September 15,1,0,0,DEN,16,14,2,-3.0,41.0,2,0,-11.0
2019,3,CHI,Mon,September 23,1,0,0,WAS,31,15,3,-5.0,41.0,16,1,5.0
2019,4,CHI,Sun,September 29,1,0,1,MIN,16,6,4,1.0,38.0,10,1,-16.0
2019,5,CHI,Sun,October 6,0,0,0,RAI,21,24,5,-6.5,39.5,-3,0,5.5
2019,7,CHI,Sun,October 20,0,0,1,NOR,25,36,6,-4.0,37.0,-11,0,24.0
2019,8,CHI,Sun,October 27,0,0,1,SDG,16,17,7,-3.5,41.0,-1,0,-8.0
2019,9,CHI,Sun,November 3,0,0,0,PHI,14,22,8,5.0,41.0,-8,0,-5.0
2019,10,CHI,Sun,November 10,1,0,1,DET,20,13,9,-6.0,38.0,7,1,-5.0
2019,11,CHI,Sun,November 17,0,0,0,RAM,7,17,10,5.0,40.0,-10,0,-16.0
2019,12,CHI,Sun,November 24,1,0,1,NYG,19,14,11,-6.0,41.0,5,0,-8.0
2019,13,CHI,Thu,November 28,1,0,0,DET,24,20,12,-5.5,37.5,4,0,6.5
2019,14,CHI,Thu,December 5,1,0,1,DAL,31,24,13,3.0,43.0,7,1,12.0
2019,15,CHI,Sun,December 15,0,0,0,GNB,13,21,14,4.0,40.0,-8,0,-6.0
2019,16,CHI,Sun,December 22,0,0,1,KAN,3,26,15,6.5,45.5,-23,0,-16.5
2019,17,CHI,Sun,December 29,1,0,0,MIN,21,19,16,-5.0,36.5,2,0,3.5
2019,1,CIN,Sun,September 8,0,0,0,SEA,20,21,1,9.5,44.0,-1,1,-3.0
2019,2,CIN,Sun,September 15,0,0,1,SFO,17,41,2,-1.0,46.0,-24,0,12.0
2019,3,CIN,Sun,September 22,0,0,0,BUF,17,21,3,5.5,43.5,-4,1,-5.5
2019,4,CIN,Mon,September 30,0,0,0,PIT,3,27,4,3.5,45.5,-24,0,-15.5
2019,5,CIN,Sun,October 6,0,0,1,CRD,23,26,5,-3.0,45.0,-3,0,4.0
2019,6,CIN,Sun,October 13,0,0,0,RAV,17,23,6,10.5,47.0,-6,1,-7.0
2019,7,CIN,Sun,October 20,0,0,1,JAX,17,27,7,4.0,44.5,-10,0,-0.5
2019,8,CIN,Sun,October 27,0,0,0,RAM,10,24,8,12.0,48.5,-14,0,-14.5
2019,10,CIN,Sun,November 10,0,0,1,RAV,13,49,9,10.5,44.0,-36,0,18.0
2019,11,CIN,Sun,November 17,0,0,0,RAI,10,17,10,13.0,48.0,-7,1,-21.0
2019,12,CIN,Sun,November 24,0,0,1,PIT,10,16,11,5.5,37.5,-6,0,-11.5
2019,13,CIN,Sun,December 1,1,0,1,NYJ,22,6,12,2.5,43.0,16,1,-15.0
2019,14,CIN,Sun,December 8,0,0,0,CLE,19,27,13,6.5,43.0,-8,0,3.0
2019,15,CIN,Sun,December 15,0,0,1,NWE,13,34,14,10.5,42.0,-21,0,5.0
2019,16,CIN,Sun,December 22,0,1,0,MIA,35,38,15,-1.5,46.0,-3,0,27.0
2019,17,CIN,Sun,December 29,1,0,1,CLE,33,23,16,2.5,44.0,10,1,12.0
2019,1,CLE,Sun,September 8,0,0,1,OTI,13,43,1,-5.5,44.0,-30,0,12.0
2019,2,CLE,Mon,September 16,1,0,0,NYJ,23,3,2,-6.5,45.5,20,1,-19.5
2019,3,CLE,Sun,September 22,0,0,1,RAM,13,20,3,4.0,48.0,-7,0,-15.0
2019,4,CLE,Sun,September 29,1,0,0,RAV,40,25,4,7.5,47.0,15,1,18.0
2019,5,CLE,Mon,October 7,0,0,0,SFO,3,31,5,5.0,47.5,-28,0,-13.5
2019,6,CLE,Sun,October 13,0,0,1,SEA,28,32,6,-1.0,45.5,-4,0,14.5
2019,8,CLE,Sun,October 27,0,0,0,NWE,13,27,7,9.5,43.0,-14,0,-3.0
2019,9,CLE,Sun,November 3,0,0,0,DEN,19,24,8,-4.0,39.0,-5,0,4.0
2019,10,CLE,Sun,November 10,1,0,1,BUF,19,16,9,-3.0,42.0,3,0,-7.0
2019,11,CLE,Thu,November 14,1,0,1,PIT,21,7,10,-3.0,41.5,14,1,-13.5
2019,12,CLE,Sun,November 24,1,0,1,MIA,41,24,11,-11.0,45.5,17,1,19.5
2019,13,CLE,Sun,December 1,0,0,0,PIT,13,20,12,-1.0,40.0,-7,0,-7.0
2019,14,CLE,Sun,December 8,1,0,1,CIN,27,19,13,-6.5,43.0,8,1,3.0
2019,15,CLE,Sun,December 15,0,0,0,CRD,24,38,14,-3.0,49.0,-14,0,13.0
2019,16,CLE,Sun,December 22,0,0,1,RAV,15,31,15,9.5,48.5,-16,0,-2.5
2019,17,CLE,Sun,December 29,0,0,0,CIN,23,33,16,-2.5,44.0,-10,0,12.0
2019,1,DAL,Sun,September 8,1,0,1,NYG,35,17,1,-7.0,44.0,18,1,8.0
2019,2,DAL,Sun,September 15,1,0,0,WAS,31,21,2,-6.0,46.5,10,1,5.5
2019,3,DAL,Sun,September 22,1,0,1,MIA,31,6,3,-22.0,46.5,25,1,-9.5
2019,4,DAL,Sun,September 29,0,0,0,NOR,10,12,4,-2.5,47.0,-2,0,-25.0
2019,5,DAL,Sun,October 6,0,0,1,GNB,24,34,5,-3.5,46.5,-10,0,11.5
2019,6,DAL,Sun,October 13,0,0,0,NYJ,22,24,6,-7.0,43.5,-2,0,2.5
2019,7,DAL,Sun,October 20,1,0,1,PHI,37,10,7,-3.0,50.0,27,1,-3.0
2019,9,DAL,Mon,November 4,1,0,0,NYG,37,18,8,-6.5,48.5,19,1,6.5
2019,10,DAL,Sun,November 10,0,0,1,MIN,24,28,9,-3.5,48.5,-4,0,3.5
2019,11,DAL,Sun,November 17,1,0,0,DET,35,27,10,-7.5,46.5,8,1,15.5
2019,12,DAL,Sun,November 24,0,0,0,NWE,9,13,11,5.5,44.0,-4,1,-22.0
2019,13,DAL,Thu,November 28,0,0,1,BUF,15,26,12,-6.5,46.5,-11,0,-5.5
2019,14,DAL,Thu,December 5,0,0,0,CHI,24,31,13,-3.0,43.0,-7,0,12.0
2019,15,DAL,Sun,December 15,1,0,1,RAM,44,21,14,1.0,48.5,23,1,16.5
2019,16,DAL,Sun,December 22,0,0,0,PHI,9,17,15,-2.0,47.0,-8,0,-21.0
2019,17,DAL,Sun,December 29,1,0,1,WAS,47,16,16,-12.5,47.5,31,1,15.5
2019,1,DEN,Mon,September 9,0,0,0,RAI,16,24,1,-3.0,42.5,-8,0,-2.5
2019,2,DEN,Sun,September 15,0,0,1,CHI,14,16,2,3.0,41.0,-2,1,-11.0
2019,3,DEN,Sun,September 22,0,0,0,GNB,16,27,3,7.0,42.0,-11,0,1.0
2019,4,DEN,Sun,September 29,0,0,1,JAX,24,26,4,-2.5,37.0,-2,0,13.0
2019,5,DEN,Sun,October 6,1,0,0,SDG,20,13,5,4.0,46.0,7,1,-13.0
2019,6,DEN,Sun,October 13,1,0,1,OTI,16,0,6,-1.0,41.0,16,1,-25.0
2019,7,DEN,Thu,October 17,0,0,1,KAN,6,30,7,3.0,49.5,-24,0,-13.5
2019,8,DEN,Sun,October 27,0,0,0,CLT,13,15,8,6.0,41.0,-2,1,-13.0
2019,9,DEN,Sun,November 3,1,0,1,CLE,24,19,9,4.0,39.0,5,1,4.0
2019,11,DEN,Sun,November 17,0,0,0,MIN,23,27,10,10.0,40.5,-4,1,9.5
2019,12,DEN,Sun,November 24,0,0,0,BUF,3,20,11,3.5,37.0,-17,0,-14.0
2019,13,DEN,Sun,December 1,1,0,1,SDG,23,20,12,4.5,39.0,3,1,4.0
2019,14,DEN,Sun,December 8,1,0,0,HTX,38,24,13,8.0,42.5,14,1,19.5
2019,15,DEN,Sun,December 15,0,0,0,KAN,3,23,14,10.0,43.0,-20,0,-17.0
2019,16,DEN,Sun,December 22,1,0,1,DET,27,17,15,-9.5,40.0,10,1,4.0
2019,17,DEN,Sun,December 29,1,0,1,RAI,16,15,16,-5.5,41.5,1,0,-10.5
2019,1,DET,Sun,September 8,0,1,0,CRD,27,27,1,-2.5,45.5,0,0,8.5
2019,2,DET,Sun,September 15,1,0,1,SDG,13,10,2,1.0,47.0,3,1,-24.0
2019,3,DET,Sun,September 22,1,0,0,PHI,27,24,3,4.0,45.0,3,1,6.0
2019,4,DET,Sun,September 29,0,0,1,KAN,30,34,4,7.5,54.5,-4,1,9.5
2019,6,DET,Mon,October 14,0,0,0,GNB,22,23,5,3.5,47.0,-1,1,-2.0
2019,7,DET,Sun,October 20,0,0,1,MIN,30,42,6,2.5,43.5,-12,0,28.5
2019,8,DET,Sun,October 27,1,0,1,NYG,31,26,7,-6.5,49.0,5,0,8.0
2019,9,DET,Sun,November 3,0,0,0,RAI,24,31,8,2.5,51.5,-7,0,3.5
2019,10,DET,Sun,November 10,0,0,0,CHI,13,20,9,6.0,38.0,-7,0,-5.0
2019,11,DET,Sun,November 17,0,0,1,DAL,27,35,10,7.5,46.5,-8,0,15.5
2019,12,DET,Sun,November 24,0,0,0,WAS,16,19,11,-4.0,39.0,-3,0,-4.0
2019,13,DET,Thu,November 28,0,0,1,CHI,20,24,12,5.5,37.5,-4,1,6.5
2019,14,DET,Sun,December 8,0,0,0,MIN,7,20,13,12.0,43.5,-13,0,-16.5
2019,15,DET,Sun,December 15,0,0,1,TAM,17,38,14,5.5,46.0,-21,0,9.0
2019,16,DET,Sun,December 22,0,0,0,DEN,17,27,15,9.5,40.0,-10,0,4.0
2019,17,DET,Sun,December 29,0,0,1,GNB,20,23,16,13.5,44.0,-3,1,-1.0
2019,1,GNB,Thu,September 5,1,0,0,CHI,10,3,1,3.5,47.0,7,1,-34.0
2019,2,GNB,Sun,September 15,1,0,1,MIN,21,16,2,-3.0,43.0,5,1,-6.0
2019,3,GNB,Sun,September 22,1,0,1,DEN,27,16,3,-7.0,42.0,11,1,1.0
2019,4,GNB,Thu,September 26,0,0,1,PHI,27,34,4,-3.5,46.0,-7,0,15.0
2019,5,GNB,Sun,October 6,1,0,0,DAL,34,24,5,3.5,46.5,10,1,11.5
2019,6,GNB,Mon,October 14,1,0,1,DET,23,22,6,-3.5,47.0,1,0,-2.0
2019,7,GNB,Sun,October 20,1,0,1,RAI,42,24,7,-5.5,48.0,18,1,18.0
2019,8,GNB,Sun,October 27,1,0,0,KAN,31,24,8,-5.0,48.0,7,1,7.0
2019,9,GNB,Sun,November 3,0,0,0,SDG,11,26,9,-4.0,50.0,-15,0,-13.0
2019,10,GNB,Sun,November 10,1,0,1,CAR,24,16,10,-5.0,49.0,8,1,-9.0
2019,12,GNB,Sun,November 24,0,0,0,SFO,8,37,11,3.0,48.0,-29,0,-3.0
2019,13,GNB,Sun,December 1,1,0,0,NYG,31,13,12,-6.5,43.5,18,1,0.5
2019,14,GNB,Sun,December 8,1,0,1,WAS,20,15,13,-13.0,42.5,5,0,-7.5
2019,15,GNB,Sun,December 15,1,0,1,CHI,21,13,14,-4.0,40.0,8,1,-6.0
2019,16,GNB,Mon,December 23,1,0,0,MIN,23,10,15,4.0,47.0,13,1,-14.0
2019,17,GNB,Sun,December 29,1,0,0,DET,23,20,16,-13.5,44.0,3,0,-1.0
2019,1,HTX,Mon,September 9,0,0,0,NOR,28,30,1,6.5,52.0,-2,1,6.0
2019,2,HTX,Sun,September 15,1,0,1,JAX,13,12,2,-7.5,43.0,1,0,-18.0
2019,3,HTX,Sun,September 22,1,0,0,SDG,27,20,3,3.0,49.0,7,1,-2.0
2019,4,HTX,Sun,September 29,0,0,1,CAR,10,16,4,-5.5,47.5,-6,0,-21.5
2019,5,HTX,Sun,October 6,1,0,1,ATL,53,32,5,-4.0,49.0,21,1,36.0
2019,6,HTX,Sun,October 13,1,0,0,KAN,31,24,6,3.5,54.5,7,1,0.5
2019,7,HTX,Sun,October 20,0,0,0,CLT,23,30,7,1.5,46.5,-7,0,6.5
2019,8,HTX,Sun,October 27,1,0,1,RAI,27,24,8,-5.0,52.0,3,0,-1.0
2019,9,HTX,Sun,November 3,1,0,0,JAX,26,3,9,1.0,46.0,23,1,-17.0
2019,11,HTX,Sun,November 17,0,0,0,RAV,7,41,10,4.0,51.0,-34,0,-3.0
2019,12,HTX,Thu,November 21,1,0,1,CLT,20,17,11,-3.5,46.0,3,0,-9.0
2019,13,HTX,Sun,December 1,1,0,1,NWE,28,22,12,3.5,47.0,6,1,3.0
2019,14,HTX,Sun,December 8,0,0,1,DEN,24,38,13,-8.0,42.5,-14,0,19.5
2019,15,HTX,Sun,December 15,1,0,0,OTI,24,21,14,3.0,50.0,3,1,-5.0
2019,16,HTX,Sat,December 21,1,0,0,TAM,23,20,15,-3.0,50.0,3,0,-7.0
2019,17,HTX,Sun,December 29,0,0,1,OTI,14,35,16,10.0,43.0,-21,0,6.0
2019,1,CLT,Sun,September 8,0,1,0,SDG,24,30,1,6.0,44.5,-6,0,9.5
2019,2,CLT,Sun,September 15,1,0,0,OTI,19,17,2,3.0,43.5,2,1,-7.5
2019,3,CLT,Sun,September 22,1,0,1,ATL,27,24,3,-1.0,48.0,3,1,3.0
2019,4,CLT,Sun,September 29,0,0,1,RAI,24,31,4,-5.5,46.0,-7,0,9.0
2019,5,CLT,Sun,October 6,1,0,0,KAN,19,13,5,10.5,55.5,6,1,-23.5
2019,7,CLT,Sun,October 20,1,0,1,HTX,30,23,6,-1.5,46.5,7,1,6.5
2019,8,CLT,Sun,October 27,1,0,1,DEN,15,13,7,-6.0,41.0,2,0,-13.0
2019,9,CLT,Sun,November 3,0,0,0,PIT,24,26,8,1.0,39.5,-2,0,10.5
2019,10,CLT,Sun,November 10,0,0,1,MIA,12,16,9,-11.0,44.5,-4,0,-16.5
2019,11,CLT,Sun,November 17,1,0,1,JAX,33,13,10,-2.5,41.5,20,1,4.5
2019,12,CLT,Thu,November 21,0,0,0,HTX,17,20,11,3.5,46.0,-3,1,-9.0
2019,13,CLT,Sun,December 1,0,0,1,OTI,17,31,12,1.0,41.5,-14,0,6.5
2019,14,CLT,Sun,December 8,0,0,0,TAM,35,38,13,3.0,46.5,-3,0,26.5
2019,15,CLT,Mon,December 16,0,0,0,NOR,7,34,14,8.0,48.5,-27,0,-7.5
2019,16,CLT,Sun,December 22,1,0,1,CAR,38,6,15,-7.5,46.0,32,1,-2.0
2019,17,CLT,Sun,December 29,0,0,0,JAX,20,38,16,-5.0,41.5,-18,0,16.5
2019,1,JAX,Sun,September 8,0,0,1,KAN,26,40,1,3.5,49.0,-14,0,17.0
2019,2,JAX,Sun,September 15,0,0,0,HTX,12,13,2,7.5,43.0,-1,1,-18.0
2019,3,JAX,Thu,September 19,1,0,1,OTI,20,7,3,1.5,38.0,13,1,-11.0
2019,4,JAX,Sun,September 29,1,0,0,DEN,26,24,4,2.5,37.0,2,1,13.0
2019,5,JAX,Sun,October 6,0,0,0,CAR,27,34,5,3.0,41.0,-7,0,20.0
2019,6,JAX,Sun,October 13,0,0,1,NOR,6,13,6,-2.5,42.5,-7,0,-23.5
2019,7,JAX,Sun,October 20,1,0,0,CIN,27,17,7,-4.0,44.5,10,1,-0.5
2019,8,JAX,Sun,October 27,1,0,1,NYJ,29,15,8,-7.0,39.5,14,1,4.5
2019,9,JAX,Sun,November 3,0,0,1,HTX,3,26,9,-1.0,46.0,-23,0,-17.0
2019,11,JAX,Sun,November 17,0,0,0,CLT,13,33,10,2.5,41.5,-20,0,4.5
2019,12,JAX,Sun,November 24,0,0,0,OTI,20,42,11,4.5,42.0,-22,0,20.0
2019,13,JAX,Sun,December 1,0,0,1,TAM,11,28,12,3.0,46.5,-17,0,-7.5
2019,14,JAX,Sun,December 8,0,0,1,SDG,10,45,13,3.5,42.0,-35,0,13.0
2019,15,JAX,Sun,December 15,1,0,0,RAI,20,16,14,7.0,47.0,4,1,-11.0
2019,16,JAX,Sun,December 22,0,0,0,ATL,12,24,15,7.5,48.0,-12,0,-12.0
2019,17,JAX,Sun,December 29,1,0,1,CLT,38,20,16,5.0,41.5,18,1,16.5
2019,1,KAN,Sun,September 8,1,0,0,JAX,40,26,1,-3.5,49.0,14,1,17.0
2019,2,KAN,Sun,September 15,1,0,0,RAI,28,10,2,-7.0,53.5,18,1,-15.5
2019,3,KAN,Sun,September 22,1,0,1,RAV,33,28,3,-4.5,52.0,5,1,9.0
2019,4,KAN,Sun,September 29,1,0,0,DET,34,30,4,-7.5,54.5,4,0,9.5
2019,5,KAN,Sun,October 6,0,0,1,CLT,13,19,5,-10.5,55.5,-6,0,-23.5
2019,6,KAN,Sun,October 13,0,0,1,HTX,24,31,6,-3.5,54.5,-7,0,0.5
2019,7,KAN,Thu,October 17,1,0,0,DEN,30,6,7,-3.0,49.5,24,1,-13.5
